school,sex,age,address,famsize,pstatus,medu,fedu,mjob,fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,dalc,walc,health,absences,g1,g2,g3,source_file
gp,m,15.0,nan,GT3,T,4,3,teacher,services,course,father,2,4.0,0.0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,3,6.0,9.0,11.0,11.0,student-por-dirty.csv
gp,f,15.0,u,GT3,A,3,3,services,services,home,mother,1,2.0,0.0,no,no,no,no,no,yes,no,yes,1,3,2,2,3,1,24.0,9.0,8.0,9.0,student-por-dirty.csv
gp,m,16.0,u,GT3,T,4,4,services,services,course,mother,1,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,5,0.0,15.0,3.0,13.0,student-por-dirty.csv
gp,m,16.0,u,LE3,T,2,2,services,services,reputation,father,2,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,4.0,12.0,11.0,11.0,student-por-dirty.csv
nan,f,15.0,u,GT3,T,4,4,teacher,services,course,mother,1,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,5,2.0,13.0,13.0,13.0,student-por-dirty.csv
gp,f,16.0,u,LE3,T,1,1,at_home,at_home,course,mother,1,1.0,0.0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,4.0,10.0,11.0,11.0,student-por-dirty.csv
gp,m,17.0,u,GT3,T,2,1,other,other,home,mother,1,1.0,0.0,no,yes,no,no,yes,yes,yes,no,5,4,5,1,2,5,22.0,9.0,7.0,6.0,student-por-dirty.csv
gp,f,15.0,u,GT3,T,1,1,other,services,course,father,1,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,5,0.0,12.0,12.0,12.0,student-por-dirty.csv
gp,f,15.0,u,LE3,A,2,1,at_home,other,home,mother,2,1.0,0.0,no,yes,no,yes,yes,no,yes,yes,4,4,2,1,1,5,0.0,11.0,10.0,10.0,student-por-dirty.csv
gp,f,15.0,u,GT3,T,3,2,health,services,home,father,1,2.0,1.0,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,2.0,11.0,11.0,11.0,student-por-dirty.csv
gp,f,15.0,u,GT3,T,1,2,at_home,other,course,mother,1,2.0,0.0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,5,6.0,13.0,12.0,13.0,student-por-dirty.csv
gp,f,15.0,u,GT3,T,1,2,at_home,services,course,father,1,2.0,0.0,no,no,no,no,no,y,no,yes,2,3,4,2,4,1,6.0,11.0,11.0,11.0,student-por-dirty.csv
gp,m,16.0,nan,GT3,T,4,4,teacher,teacher,course,mother,1,1.0,0.0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,16.0,9.0,9.0,8.0,student-por-dirty.csv
gp,m,15.0,u,LE3,A,2,1,services,other,course,mother,4,1.0,0.0,no,no,no,no,yes,nan,yes,no,4,5,5,2,5,5,0.0,12.0,11.0,11.0,student-por-dirty.csv
gp,m,18.0,u,LE3,T,1,1,other,other,course,mother,1,1.0,2.0,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0.0,11.0,9.0,0.0,student-por-dirty.csv
gp,m,16.0,u,LE3,T,2,1,at_home,other,course,mother,1,1.0,1.0,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6.0,9.0,10.0,10.0,student-por-dirty.csv
gp,f,15.0,r,GT3,T,3,3,services,services,reputation,other,2,3.0,0.0,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,2.0,13.0,13.0,13.0,student-por-dirty.csv
gp,m,19.0,u,GT3,T,3,2,services,at_home,home,Mother,1,1.0,0.0,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,6.0,11.0,9.0,11.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,4,4,other,teacher,course,mother,1,1.0,0.0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0.0,13.0,13.0,13.0,student-por-dirty.csv
gp,m,15.0,r,GT3,T,2,3,at_home,services,course,mother,1,2.0,0.0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,0.0,7.0,8.0,8.0,student-por-dirty.csv
gp,m,17.0,r,LE3,T,1,2,other,other,reputation,mother,1,1.0,3.0,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,14.0,9.0,8.0,10.0,student-por-dirty.csv
gp,f,18.0,r,GT3,T,1,1,at_home,other,course,mother,3,1.0,3.0,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6.0,11.0,10.0,11.0,student-por-dirty.csv
gp,m,16.0,r,GT3,T,2,2,at_home,other,course,mother,3,1.0,0.0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,4.0,12.0,10.0,11.0,student-por-dirty.csv
gp,m,16.0,u,GT3,T,3,3,other,services,course,father,1,2.0,1.0,no,yes,no,no,yes,yes,yes,yes,4,5,5,4,4,5,0.0,10.0,10.0,1.0,student-por-dirty.csv
gp,m,16.0,u,LE3,T,1,2,health,services,course,mother,2,1.0,2.0,no,no,no,no,no,yes,yes,no,4,4,5,3,5,5,0.0,9.0,8.0,10.0,student-por-dirty.csv
gp,m,17.0,r,LE3,T,2,1,at_home,other,course,mother,2,1.0,1.0,no,no,yes,yes,yes,no,yes,yes,3,3,2,2,2,5,8.0,8.0,8.0,9.0,student-por-dirty.csv
gp,m,17.0,r,GT3,T,3,2,other,other,course,mother,2,2.0,2.0,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,4.0,7.0,6.0,8.0,student-por-dirty.csv
gp,m,15.0,u,LE3,T,1,2,other,other,course,mother,2,1.0,0.0,no,no,no,yes,yes,yes,nan,no,4,4,4,2,4,5,2.0,8.0,9.0,10.0,student-por-dirty.csv
gp,m,16.0,u,GT3,T,1,3,at_home,services,course,father,1,1.0,1.0,no,no,no,no,yes,no,y,no,5,3,3,1,4,2,2.0,9.0,8.0,8.0,student-por-dirty.csv
gp,m,17.0,r,LE3,T,1,1,other,services,course,mother,4,2.0,0.0,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0.0,8.0,8.0,8.0,student-por-dirty.csv
gp,m,17.0,u,GT3,T,3,2,services,services,course,mother,2,1.0,3.0,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,10.0,8.0,7.0,8.0,student-por-dirty.csv
gp,m,16.0,u,GT3,T,2,2,other,other,course,father,1,2.0,0.0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,0.0,9.0,10.0,11.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,4,2,health,services,home,father,1,2.0,0.0,no,no,no,no,yes,yes,nan,yes,4,2,3,1,1,3,0.0,17.0,17.0,18.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,2,2,other,other,home,mother,1,2.0,0.0,no,yes,no,no,no,yes,yes,no,5,1,5,1,1,4,0.0,12.0,12.0,13.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,4,4,health,health,reputation, mother ,1,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,4,4,2,1,1,3,0.0,16.0,16.0,17.0,student-por-dirty.csv
gp,m,16.0,u,GT3,T,3,4,other,other,course,father,3,1.0,1.0,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,4.0,9.0,9.0,10.0,student-por-dirty.csv
gp,m,16.0,u,GT3,T,1,0,other,other,reputation,mother,2,2.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,1,3,0.0,16.0,17.0,18.0,student-por-dirty.csv
gp,m,17.0,u,LE3,T,4,4,teacher,other,reputation,mother,1,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,3,5,0.0,11.0,9.0,10.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,1,3,at_home,services,home,mother,1,2.0,0.0,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0.0,14.0,13.0,13.0,student-por-dirty.csv
gp,f,16.0,u,LE3,T,3,3,other,other,reputation,mother,2,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4,4,5,1,1,4,0.0,14.0,14.0,15.0,student-por-dirty.csv
gp,m,17.0,nan,LE3,T,4,3,teacher,other,course,mother,2,2.0,0.0,no,no,no,yes,yes,yes,yes,no,4,4,4,4,4,4,0.0,10.0,11.0,11.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,2,2,services,other,reputation,mother,2,2.0,0.0,no,no,no,yes,no,yes,yes,no,3,4,4,1,4,5,0.0,13.0,12.0,14.0,student-por-dirty.csv
gp,m,17.0,u,GT3,T,3,3,other,other,reputation,father,1,2.0,0.0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4.0,11.0,9.0,10.0,student-por-dirty.csv
gp,m,16.0,r,GT3,T,4,2,teacher,services,other,mother,1,1.0,0.0,no,yes,no,yes,yes,yes,nan,yes,4,3,3,3,4,3,8.0,10.0,9.0,11.0,student-por-dirty.csv
gp,m,17.0,u,GT3,T,4,3,other,other,course,mother,1,2.0,0.0,no,yes,yes,yes,yes,yes,yes,yes,5,2,3,1,1,2,4.0,11.0,11.0,13.0,student-por-dirty.csv
gp,m,16.0,nan,GT3,T,4,3,teacher,other,home,mother,1,2.0,0.0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,4.0,11.0,10.0,11.0,student-por-dirty.csv
gp,m,16.0,u,GT3,T,3,3,services,other,home,mother,1,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,3,0.0,11.0,12.0,13.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,2,4,services,services,reputation,father,1,2.0,0.0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0.0,17.0,18.0,17.0,student-por-dirty.csv
gp,f,17.0,u,LE3,T,3,3,other,other,reputation,mother,1,2.0,0.0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,32.0,14.0,13.0,14.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,3,2,other,other,reputation,mother,1,2.0,0.0,no,yes,no,no,yes,yes,yes,no,1,2,2,1,2,1,8.0,14.0,15.0,16.0,student-por-dirty.csv
gp,m,17.0,u,GT3,T,3,3,services,services,other,mother,1,2.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,6.0,11.0,13.0,14.0,student-por-dirty.csv
gp,m,16.0,u,GT3,T,1,2,services,services,other,mother,1,1.0,0.0,no,yes,no,yes,yes,yes,yes,yes,3,3,3,1,2,3,0.0,10.0,9.0,11.0,student-por-dirty.csv
nan,m,16.0,u,LE3,T,2,1,other,other,course,mother,1,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,5,0.0,13.0,14.0,16.0,student-por-dirty.csv
gp,female,17.0,u,GT3,A,3,3,health,other,reputation,mother,1,2.0,0.0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,10.0,12.0,13.0,14.0,student-por-dirty.csv
gp,m,17.0,r,GT3,T,1,2,at_home,other,home,mother,1,2.0,0.0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,6.0,9.0,9.0,10.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,2,3,services,services,course,mother,1,2.0,0.0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,6.0,12.0,12.0,13.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,1,1,at_home,services,course,mother,1,2.0,0.0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0.0,12.0,11.0,12.0,student-por-dirty.csv
gp,m,17.0,u,GT3,T,1,2,at_home,services,other,other,2,2.0,0.0,no,no,no,yes,no,yes,yes,no,4,4,4,4,5,5,16.0,10.0,11.0,12.0,student-por-dirty.csv
gp,m,16.0,r,GT3,T,3,3,services,services,reputation,mother,1,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,0.0,11.0,10.0,10.0,student-por-dirty.csv
gp,m,16.0,u,GT3,T,2,3,other,other,home,father,2,1.0,0.0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0.0,13.0,12.0,12.0,student-por-dirty.csv
gp,f,17.0,u,LE3,T,2,4,services,services,course,father,1,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,8.0,14.0,15.0,16.0,student-por-dirty.csv
gp,m,17.0,u,GT3,T,4,4,services,teacher,home,mother,1,1.0,0.0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4.0,13.0,13.0,14.0,student-por-dirty.csv
gp,m,16.0,r,LE3,T,3,3,teacher,other,home,father,3,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,3,3,4,3,5,3,16.0,10.0,11.0,12.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,4,4,services,teacher,home,mother,2,1.0,1.0,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,30.0,14.0,15.0,16.0,student-por-dirty.csv
gp,f,16.0,u,LE3,T,4,4,teacher,teacher,reputation,mother,1,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4,5,2,1,2,3,0.0,11.0,10.0,11.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,4,3,health,other,home,mother,1,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2.0,14.0,14.0,15.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,2,3,other,other,reputation,mother,1,2.0,0.0,yes,yes,no,yes,yes,y,no,no,4,4,3,1,3,4,4.0,11.0,12.0,12.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,1,1,other,other,course,mother,1,2.0,0.0,no,yes,no,no,no,yes,no,no,4,4,4,1,3,1,0.0,14.0,15.0,15.0,student-por-dirty.csv
gp,f,17.0,r,GT3,T,2,2,other,other,reputation,mother,1,1.0,0.0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,21.0,13.0,13.0,13.0,student-por-dirty.csv
gp,f,16.0,r,GT3,T,2,2,services,services,reputation,mother,2,4.0,0.0,no,yes,no,yes,no,yes,yes,no,5,3,5,1,1,5,6.0,13.0,13.0,13.0,student-por-dirty.csv
gabriel pereira,f,17.0,u,GT3,T,3,4,at_home,other,home,mom,1,3.0,1.0,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,14.0,8.0,9.0,8.0,student-por-dirty.csv
gp,f,16.0,u,GT3,A,3,1,services,other,course,mother,1,2.0,0.0,no,yes,no,no,yes,yes,yes,no,2,3,3,2,2,4,2.0,11.0,11.0,12.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,4,3,teacher,other,other,mother,1,2.0,0.0,no,no,no,yes,yes,yes,nan,yes,1,3,2,1,1,1,4.0,14.0,15.0,15.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,1,1,at_home,other,home,mother,2,1.0,0.0,no,yes,no,no,yes,yes,no,no,4,3,2,1,4,5,2.0,12.0,13.0,13.0,student-por-dirty.csv
gp,f,17.0,r,GT3,T,4,3,teacher,other,reputation,mother,2,3.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4,4,2,1,1,4,0.0,11.0,12.0,12.0,student-por-dirty.csv
gp,f,19.0,u,GT3,T,3,3,other,other,reputation,other,1,4.0,0.0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,2,3,4.0,12.0,12.0,12.0,student-por-dirty.csv
gp,m,17.0,u,LE3,T,4,4,services,other,home,mother,1,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,5,3,5,4,5,3,15.0,13.0,12.0,12.0,student-por-dirty.csv
gp,f,16.0,u,GT3,A,2,2,other,other,reputation,mother,1,2.0,0.0,yes,yes,no,no,yes,nan,yes,no,3,3,4,1,1,4,0.0,13.0,13.0,13.0,student-por-dirty.csv
gp,m,18.0,u,GT3,T,2,2,services,other,home,mother,1,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4,4,4,2,4,5,10.0,12.0,11.0,11.0,student-por-dirty.csv
gp,f,17.0,r,LE3,T,4,4,services,other,other,mother,1,1.0,0.0,no,yes,no,no,yes,yes,no,no,5,2,1,1,2,3,6.0,12.0,11.0,11.0,student-por-dirty.csv
gp,f,17.0,u,LE3,T,3,2,other,other,reputation,mother,2,2.0,0.0,no,no,no,no,yes,yes,yes,no,4,4,4,1,3,1,2.0,14.0,16.0,15.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,4,3,other,other,reputation,mother,1,2.0,0.0,no,no,no,no,yes,yes,yes,yes,3,4,5,2,4,1,16.0,11.0,9.0,10.0,student-por-dirty.csv
gp,m,18.0,u,LE3,T,3,3,services,health,home,father,1,2.0,0.0,no,yes,no,no,yes,yes,yes,no,3,2,4,2,4,4,10.0,10.0,10.0,10.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,2,3,at_home,other,home,father,2,1.0,0.0,no,yes,no,no,yes,yes,no,no,3,3,3,1,4,3,4.0,12.0,13.0,13.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,2,2,at_home,at_home,course,mother,1,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,4,0.0,12.0,12.0,13.0,student-por-dirty.csv
gp,f,17.0,r,GT3,T,2,1,at_home,services,reputation,mother,2,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,0.0,11.0,10.0,11.0,student-por-dirty.csv
gp,f,17.0,urban,GT3,T,1,1,at_home,other,reputation,mother,1,3.0,0.0,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,12.0,12.0,12.0,12.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,2,3,services,teacher,other, mother ,1,2.0,0.0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,0.0,13.0,13.0,14.0,student-por-dirty.csv
gp,m,18.0,u,GT3,T,2,2,other,other,home,mother,2,2.0,3.0,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,9.0,10.0,9.0,10.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,4,4,teacher,other,home,mother,1,3.0,0.0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,4.0,15.0,16.0,16.0,student-por-dirty.csv
gp,f,18.0,r,GT3,T,3,1,other,other,reputation,mother,1,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,4.0,8.0,8.0,8.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,3,2,other,other,course,mother,1,2.0,0.0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,2.0,17.0,18.0,17.0,student-por-dirty.csv
gp,m,17.0,u,LE3,T,2,3,services,services,reputation,father,1,2.0,0.0,no,yes,no,no,no,yes,yes,no,5,3,3,1,3,3,0.0,10.0,11.0,11.0,student-por-dirty.csv
gp,m,18.0,u,LE3,T,2,1,at_home,other,course,mother,4,2.0,0.0,yes,yes,no,yes,yes,yes,yes,yes,4,3,2,4,5,3,2.0,9.0,10.0,11.0,student-por-dirty.csv
gp,f,17.0,u,GT3,A,2,1,other,other,course,mother,2,3.0,0.0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0.0,15.0,15.0,16.0,student-por-dirty.csv
gp,f,17.0,u,LE3,T,4,3,health,other,reputation,father,1,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0.0,14.0,12.0,12.0,student-por-dirty.csv
gp,m,17.0,r,GT3,T,2,2,other,other,course,father,2,2.0,0.0,no,yes,no,yes,yes,yes,nan,no,4,5,2,1,1,1,0.0,12.0,13.0,13.0,student-por-dirty.csv
gp,m,17.0,u,GT3,T,4,4,teacher,teacher,reputation,mother,1,2.0,0.0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,0.0,13.0,13.0,13.0,student-por-dirty.csv
gp,m,16.0,u,GT3,T,4,4,health,other,reputation,father,1,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4,2,4,2,4,1,0.0,13.0,13.0,14.0,student-por-dirty.csv
gp,m,16.0,u,LE3,T,1,1,other,other,home,mother,2,2.0,0.0,no,yes,no,no,yes,yes,yes,no,3,4,2,1,1,5,2.0,9.0,9.0,9.0,student-por-dirty.csv
gp,m,16.0,u,GT3,T,3,2,at_home,other,reputation,mother,2,3.0,0.0,no,no,no,yes,yes,nan,yes,yes,5,3,3,1,3,2,0.0,12.0,12.0,12.0,student-por-dirty.csv
gp,m,17.0,u,LE3,T,2,2,other,other,home, father ,1,2.0,0.0,no,no,no,yes,no,yes,yes,yes,4,4,2,5,5,4,0.0,16.0,16.0,16.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,2,1,other,other,home,mother,1,1.0,0.0,no,no,no,no,yes,yes,y,yes,4,5,2,1,1,5,4.0,9.0,10.0,10.0,student-por-dirty.csv
gp,f,16.0,u,GT3,A,4,1,other,other,home,mother,1,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,2,5,0.0,14.0,13.0,13.0,student-por-dirty.csv
gp,f,18.0,u,LE3,A,2,4,services,other,course,mother,2,2.0,1.0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,18.0,10.0,10.0,10.0,student-por-dirty.csv
gp,f,18.0,u,LE3,T,2,2,other,services,course,mother,1,2.0,1.0,no,yes,no,no,no,yes,yes,yes,5,3,1,1,1,5,16.0,9.0,8.0,10.0,student-por-dirty.csv
gp,f,18.0,u,GT3,T,3,3,other,other,course,mother,2,1.0,1.0,no,no,no,no,yes,no,yes,no,4,1,1,1,1,3,14.0,8.0,7.0,7.0,student-por-dirty.csv
gp,m,18.0,u,GT3,T,2,2,other,at_home,course,other,1,1.0,1.0,no,yes,no,yes,no,no,yes,yes,4,4,3,2,2,1,26.0,7.0,8.0,8.0,student-por-dirty.csv
gp,m,17.0,u,GT3,T,4,4,teacher,teacher,course,mother,1,1.0,0.0,no,yes,no,yes,no,yes,yes,no,4,2,1,1,2,5,6.0,10.0,8.0,9.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,3,2,other,other,course,father,1,2.0,0.0,no,no,no,yes,yes,yes,no,no,5,4,2,1,1,3,4.0,14.0,14.0,15.0,student-por-dirty.csv
gp,f,17.0,u,LE3,T,1,1,other,at_home,course,mother,1,3.0,0.0,no,yes,no,yes,yes,yes,y,yes,4,3,2,1,2,4,10.0,11.0,10.0,10.0,student-por-dirty.csv
gp,f,16.0,u,GT3,T,1,2,other,other,course,mother,1,1.0,0.0,no,no,no,no,yes,no,yes,no,5,3,5,1,2,5,4.0,12.0,11.0,11.0,student-por-dirty.csv
gp,f,17.0,r,GT3,T,2,1,at_home,services,course,mother,3,2.0,0.0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2.0,13.0,13.0,13.0,student-por-dirty.csv
gp,f,17.0,r,LE3,A,1,4,other,other,course,other,4,1.0,1.0,no,yes,no,no,yes,yes,yes,no,5,5,4,1,1,5,14.0,9.0,9.0,8.0,student-por-dirty.csv
gp,m,18.0,u,GT3,T,2,2,other,services,reputation,father,1,2.0,0.0,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,16.0,8.0,7.0,8.0,student-por-dirty.csv
gp,f,17.0,u,LE3,A,2,2,other,other,home,mother,1,1.0,1.0,no,yes,no,no,no,no,yes,no,3,1,2,1,1,1,8.0,11.0,9.0,10.0,student-por-dirty.csv
gp,f,17.0,r,LE3,T,1,1,at_home,other,course,mother,2,3.0,0.0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,3,5,4.0,15.0,14.0,15.0,student-por-dirty.csv
gp,f,17.0,u,LE3,A,4,2,teacher,other,course,mother,1,2.0,0.0,no,yes,no,yes,yes,yes,no,no,4,3,2,1,1,4,4.0,15.0,14.0,14.0,student-por-dirty.csv
nan,m,17.0,u,LE3,T,4,3,health,other,course,mother,2,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,8.0,15.0,15.0,15.0,student-por-dirty.csv
gp,m,17.0,r,LE3,A,4,4,teacher,other,course,mother,2,2.0,0.0,no,yes,no,no,yes,yes,yes,no,3,3,3,2,3,4,0.0,12.0,12.0,12.0,student-por-dirty.csv
gp,m,16.0,u,LE3,T,4,3,teacher,other,course,mother,1,1.0,0.0,no,no,no,yes,no,nan,yes,no,5,4,5,1,1,3,7.0,14.0,14.0,15.0,student-por-dirty.csv
gp,m,16.0,nan,GT3,T,4,4,services,services,course,mother,1,1.0,0.0,no,no,yes,yes,yes,yes,yes,no,5,3,2,1,2,5,4.0,14.0,15.0,15.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,4,4,teacher,services,course,mother,1,2.0,0.0,no,yes,yes,no,yes,yes,yes,yes,5,3,1,1,4,5,2.0,11.0,11.0,12.0,student-por-dirty.csv
gp,m,17.0,r,GT3,T,1,1,other,other,home,father,2,3.0,0.0,no,no,no,no,no,yes,yes,yes,4,3,3,1,1,1,2.0,13.0,14.0,15.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,3,3,services,other,home,mother,2,3.0,0.0,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,3,5,10.0,11.0,11.0,11.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,1,1,at_home,other,course,mother,1,2.0,0.0,yes,no,no,no,no,yes,no,yes,4,3,2,1,1,4,10.0,10.0,9.0,10.0,student-por-dirty.csv
gp,f,18.0,u,GT3,T,2,1,other,other,course,other,2,3.0,0.0,no,yes,no,no,no,yes,yes,yes,4,4,4,1,1,3,10.0,12.0,10.0,11.0,student-por-dirty.csv
gp,m,16.0,u,GT3,T,2,1,other,other,course,mother,3,1.0,0.0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,7.0,15.0,16.0,16.0,student-por-dirty.csv
gabriel pereira,f,17.0,u,GT3,T,1,1,other,services,course,mother,1,2.0,0.0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,5,4.0,11.0,10.0,11.0,student-por-dirty.csv
gp,m,17.0,u,GT3,T,2,3,other,other,course,father,2,1.0,0.0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,2.0,9.0,12.0,13.0,student-por-dirty.csv
gp,m,22.0,u,GT3,T,3,1,services,services,other,mother,1,1.0,3.0,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,12.0,7.0,8.0,5.0,student-por-dirty.csv
gp,m,18.0,r,LE3,T,3,3,other,services,course,mother,1,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8.0,10.0,9.0,10.0,student-por-dirty.csv
gp,m,16.0,u,GT3,T,0,2,other,other,other,mother,1,1.0,0.0,no,no,no,no,no,yes,yes,no,4,3,2,2,4,5,0.0,11.0,12.0,11.0,student-por-dirty.csv
gp,m,18.0,u,GT3,T,3,2,services,other,course,mother,2,1.0,0.0,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,8.0,7.0,8.0,7.0,student-por-dirty.csv
gp,m,16.0,u,GT3,T,3,3,at_home,other,reputation,other,3,2.0,1.0,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,4.0,9.0,11.0,10.0,student-por-dirty.csv
gp,m,18.0,u,GT3,T,2,1,services,services,other,mother,1,1.0,2.0,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4.0,7.0,8.0,6.0,student-por-dirty.csv
gp,m,16.0,r,GT3,T,2,1,other,other,course,mother,2,1.0,0.0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,2.0,14.0,13.0,12.0,student-por-dirty.csv
gp,m,17.0,r,GT3,T,2,1,other,other,course,mother,1,1.0,0.0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0.0,12.0,12.0,13.0,student-por-dirty.csv
